,order_date
8328,9
8329,6
8330,7
8331,6
8332,6
8333,11
8334,5
8335,7
8336,12
8337,10
8338,9
8339,11
8340,5
8341,8
8342,9
8343,3
8344,11
8345,4
8346,8
8347,5
8348,4
8349,5
8350,3
8351,1
8352,12
8353,6
8354,6
8355,3
8356,3
8357,11
8358,10
8359,10
8360,9
8361,6
8362,9
8363,11
8364,12
8365,4
8366,10
8367,5
8368,8
8369,12
8370,1
8371,4
8372,9
8373,12
8374,8
8375,11
8376,8
8377,7
8378,11
8379,3
8380,1
8381,12
8382,6
8383,6
8384,4
8385,4
8386,12
8387,12
8388,5
8389,6
8390,9
8391,8
8392,5
8393,10
8394,9
8395,6
8396,9
8397,9
8398,3
8399,12
8400,9
8401,1
8402,11
8403,10
8404,12
8405,9
8406,4
8407,11
8408,9
8409,12
8410,6
8411,7
8412,11
8413,5
8414,6
8415,8
8416,8
8417,11
8418,7
8419,2
8420,12
8421,2
8422,4
8423,4
8424,6
8425,1
8426,9
8427,11
8428,7
8429,3
8430,12
8431,9
8432,12
8433,6
8434,1
8435,9
8436,7
8437,8
8438,6
8439,9
8440,7
8441,7
8442,5
8443,12
8444,6
8445,11
8446,10
8447,9
8448,1
8449,12
8450,9
8451,6
8452,2
8453,1
8454,7
8455,6
8456,12
8457,9
8458,5
8459,9
8460,11
8461,10
8462,7
8463,11
8464,4
8465,6
8466,3
8467,3
8468,7
8469,3
8470,4
8471,7
8472,6
8473,8
8474,3
8475,11
8476,10
8477,10
8478,6
8479,5
8480,3
8481,3
8482,6
8483,9
8484,2
8485,11
8486,9
8487,4
8488,10
8489,8
8490,6
8491,10
8492,12
8493,6
8494,7
8495,12
8496,9
8497,6
8498,2
8499,10
8500,1
8501,3
8502,10
8503,8
8504,11
8505,7
8506,10
8507,12
8508,11
8509,6
8510,9
8511,4
8512,9
8513,7
8514,12
8515,10
8516,2
8517,9
8518,6
8519,3
8520,5
8521,6
8522,7
8523,3
8524,9
8525,7
8526,6
8527,2
8528,9
8529,12
8530,10
8531,9
8532,5
8533,9
8534,6
8535,9
8536,7
8537,10
8538,8
8539,6
8540,9
8541,2
8542,11
8543,6
8544,9
8545,10
8546,7
8547,7
8548,6
8549,9
8550,5
8551,8
8552,10
8553,8
8554,7
8555,7
8556,5
8557,9
8558,4
8559,12
8560,3
8561,12
8562,7
8563,9
8564,7
8565,6
8566,7
8567,6
8568,9
8569,1
8570,4
8571,2
8572,4
8573,9
8574,11
8575,12
8576,11
8577,12
8578,12
8579,10
8580,6
8581,11
8582,5
8583,1
8584,11
8585,1
8586,10
8587,2
8588,9
8589,11
8590,11
8591,6
8592,11
8593,11
8594,10
8595,8
8596,9
8597,7
8598,3
8599,10
8600,11
8601,3
8602,10
8603,2
8604,11
8605,9
8606,2
8607,2
8608,4
8609,6
8610,8
8611,1
8612,8
8613,11
8614,8
8615,6
8616,4
8617,12
8618,12
8619,11
8620,5
8621,9
8622,10
8623,11
8624,9
8625,8
8626,12
8627,10
8628,3
8629,12
8630,2
8631,11
8632,8
8633,7
8634,10
8635,7
8636,5
8637,2
8638,2
8639,9
8640,9
8641,11
8642,8
8643,2
8644,9
8645,10
8646,10
8647,2
8648,11
8649,11
8650,3
8651,8
8652,1
8653,8
8654,4
8655,11
8656,9
8657,4
8658,3
8659,9
8660,6
8661,10
8662,4
8663,1
8664,4
8665,4
8666,11
8667,9
8668,7
8669,12
8670,7
8671,11
8672,4
8673,9
8674,7
8675,8
8676,8
8677,8
8678,4
8679,12
8680,6
8681,1
8682,6
8683,8
8684,1
8685,12
8686,12
8687,7
8688,4
8689,10
8690,8
8691,3
8692,6
8693,5
8694,1
8695,11
8696,7
8697,2
8698,4
8699,6
8700,6
8701,8
8702,4
8703,6
8704,4
8705,11
8706,7
8707,12
8708,6
8709,10
8710,6
8711,12
8712,11
8713,3
8714,3
8715,10
8716,8
8717,1
8718,12
8719,12
8720,5
8721,2
8722,12
8723,12
8724,11
8725,4
8726,9
8727,1
8728,8
8729,10
8730,8
8731,9
8732,4
8733,9
8734,5
8735,10
8736,6
8737,11
8738,12
8739,6
8740,1
8741,7
8742,8
8743,12
8744,3
8745,12
8746,12
8747,5
8748,7
8749,7
8750,8
8751,11
8752,4
8753,9
8754,6
8755,6
8756,6
8757,8
8758,1
8759,5
8760,6
8761,7
8762,5
8763,12
8764,8
8765,6
8766,12
8767,12
8768,8
8769,7
8770,7
8771,10
8772,6
8773,12
8774,8
8775,6
8776,2
8777,8
8778,3
8779,3
8780,2
8781,4
8782,3
8783,7
8784,11
8785,8
8786,5
8787,9
8788,12
8789,3
8790,8
8791,11
8792,6
8793,12
8794,12
8795,11
8796,12
8797,8
8798,12
8799,5
8800,6
8801,1
8802,12
8803,3
8804,4
8805,10
8806,11
8807,6
8808,10
8809,12
8810,3
8811,11
8812,6
8813,3
8814,11
8815,12
8816,12
8817,4
8818,12
8819,11
8820,3
8821,6
8822,6
8823,11
8824,9
8825,3
8826,5
8827,12
8828,11
8829,3
8830,5
8831,4
8832,8
8833,12
8834,11
8835,10
8836,9
8837,11
8838,11
8839,3
8840,12
8841,4
8842,3
8843,10
8844,8
8845,9
8846,6
8847,9
8848,11
8849,6
8850,5
8851,10
8852,9
8853,2
8854,7
8855,4
8856,3
8857,11
8858,4
8859,8
8860,6
8861,5
8862,8
8863,4
8864,5
8865,3
8866,10
8867,8
8868,7
8869,8
8870,12
8871,11
8872,9
8873,10
8874,11
8875,1
8876,1
8877,1
8878,4
8879,6
8880,12
8881,6
8882,8
8883,9
8884,10
8885,10
8886,6
8887,6
8888,11
8889,12
8890,12
8891,7
8892,3
8893,8
8894,3
8895,10
8896,6
8897,1
8898,12
8899,5
8900,3
8901,5
8902,8
8903,9
8904,3
8905,11
8906,9
8907,10
8908,9
8909,7
8910,7
8911,8
8912,2
8913,9
8914,5
8915,4
8916,8
8917,11
8918,2
8919,3
8920,3
8921,2
8922,9
8923,5
8924,8
8925,9
8926,4
8927,9
8928,8
8929,12
8930,2
8931,11
8932,11
8933,1
8934,3
8935,7
8936,3
8937,12
8938,10
8939,1
8940,11
8941,12
8942,4
8943,2
8944,8
8945,12
8946,10
8947,3
8948,6
8949,8
8950,9
8951,4
8952,9
8953,1
8954,3
8955,4
8956,9
8957,2
8958,9
8959,12
8960,9
8961,10
8962,1
8963,2
8964,11
8965,12
8966,2
8967,1
8968,2
8969,7
8970,2
8971,7
8972,11
8973,11
8974,9
8975,1
8976,12
8977,3
8978,6
8979,6
8980,5
8981,3
8982,12
8983,12
8984,12
8985,6
8986,10
8987,9
8988,3
8989,6
8990,3
8991,12
8992,11
8993,12
8994,11
8995,5
8996,10
8997,6
8998,11
8999,3
9000,4
9001,5
9002,10
9003,5
9004,6
9005,6
9006,8
9007,12
9008,12
9009,4
9010,10
9011,1
9012,3
9013,1
9014,9
9015,12
9016,2
9017,3
9018,11
9019,1
9020,10
9021,7
9022,9
9023,1
9024,4
9025,12
9026,7
9027,10
9028,1
9029,10
9030,4
9031,1
9032,9
9033,8
9034,8
9035,4
9036,2
9037,5
9038,6
9039,9
9040,2
9041,9
9042,2
9043,3
9044,2
9045,7
9046,2
9047,7
9048,6
9049,11
9050,1
9051,10
9052,12
9053,5
9054,6
9055,4
9056,1
9057,9
9058,7
9059,11
9060,6
9061,10
9062,9
9063,12
9064,12
9065,6
9066,2
9067,9
9068,3
9069,12
9070,6
9071,11
9072,10
9073,7
9074,10
9075,11
9076,10
9077,1
9078,1
9079,5
9080,4
9081,9
9082,9
9083,11
9084,3
9085,8
9086,4
9087,2
9088,6
9089,11
9090,6
9091,1
9092,4
9093,11
9094,8
9095,11
9096,5
9097,9
9098,3
9099,8
9100,9
9101,11
9102,6
9103,5
9104,6
9105,11
9106,12
9107,12
9108,3
9109,4
9110,7
9111,8
9112,2
9113,11
9114,9
9115,3
9116,3
9117,9
9118,4
9119,6
9120,1
9121,2
9122,6
9123,5
9124,12
9125,6
9126,12
9127,8
9128,6
9129,5
9130,8
9131,9
9132,8
9133,8
9134,11
9135,11
9136,11
9137,7
9138,9
9139,5
9140,6
9141,12
9142,1
9143,10
9144,12
9145,9
9146,3
9147,9
9148,2
9149,6
9150,4
9151,11
9152,4
9153,5
9154,9
9155,6
9156,3
9157,2
9158,10
9159,7
9160,4
9161,10
9162,4
9163,7
9164,2
9165,5
9166,3
9167,9
9168,4
9169,12
9170,2
9171,12
9172,10
9173,1
9174,2
9175,10
9176,8
9177,10
9178,11
9179,8
9180,10
9181,6
9182,6
9183,6
9184,11
9185,9
9186,11
9187,11
9188,10
9189,6
9190,8
9191,6
9192,2
9193,2
9194,1
9195,11
9196,8
9197,4
9198,9
9199,8
9200,2
9201,9
9202,11
9203,6
9204,6
9205,11
9206,12
9207,1
9208,2
9209,6
9210,12
9211,9
9212,8
9213,8
9214,7
9215,12
9216,11
9217,10
9218,1
9219,6
9220,10
9221,10
9222,12
9223,11
9224,1
9225,8
9226,5
9227,10
9228,9
9229,5
9230,6
9231,11
9232,10
9233,11
9234,6
9235,4
9236,10
9237,10
9238,12
9239,9
9240,8
9241,9
9242,5
9243,6
9244,5
9245,7
9246,2
9247,8
9248,6
9249,4
9250,12
9251,3
9252,5
9253,12
9254,12
9255,8
9256,11
9257,12
9258,12
9259,2
9260,9
9261,7
9262,7
9263,7
9264,5
9265,4
9266,11
9267,3
9268,7
9269,7
9270,6
9271,4
9272,3
9273,4
9274,6
9275,2
9276,3
9277,6
9278,10
9279,9
9280,4
9281,12
9282,9
9283,10
9284,6
9285,1
9286,7
9287,1
9288,9
9289,1
9290,5
9291,9
9292,5
9293,11
9294,2
9295,8
9296,5
9297,2
9298,6
9299,10
9300,2
9301,12
9302,10
9303,11
9304,6
9305,10
9306,7
9307,9
9308,9
9309,4
9310,5
9311,4
9312,11
9313,10
9314,9
9315,2
9316,5
9317,6
9318,11
9319,12
9320,2
9321,12
9322,8
9323,10
9324,9
9325,4
9326,1
9327,12
9328,7
9329,11
9330,8
9331,7
9332,7
9333,3
9334,8
9335,12
9336,10
9337,12
9338,1
9339,8
9340,4
9341,10
9342,1
9343,1
9344,10
9345,11
9346,5
9347,1
9348,1
9349,10
9350,5
9351,4
9352,10
9353,3
9354,6
9355,9
9356,1
9357,11
9358,1
9359,2
9360,9
9361,6
9362,10
9363,9
9364,6
9365,6
9366,10
9367,7
9368,6
9369,11
9370,3
9371,4
9372,1
9373,9
9374,6
9375,6
9376,6
9377,10
9378,11
9379,2
9380,5
9381,1
9382,7
9383,2
9384,10
9385,10
9386,10
9387,3
9388,8
9389,11
9390,6
9391,1
9392,11
9393,8
9394,6
9395,7
9396,12
9397,6
9398,12
9399,3
9400,5
9401,4
9402,6
9403,1
9404,9
9405,5
9406,4
9407,10
9408,6
9409,7
9410,11
9411,4
9412,11
9413,7
9414,3
9415,3
9416,1
9417,5
9418,5
9419,5
9420,6
9421,11
9422,6
9423,1
9424,11
9425,1
9426,11
9427,11
9428,8
9429,12
9430,9
9431,8
9432,5
9433,10
9434,12
9435,11
9436,11
9437,12
9438,9
9439,7
9440,12
9441,8
9442,4
9443,8
9444,7
9445,4
9446,3
9447,9
9448,3
9449,12
9450,6
9451,9
9452,11
9453,2
9454,11
9455,12
9456,11
9457,12
9458,9
9459,10
9460,5
9461,4
9462,11
9463,3
9464,1
9465,9
9466,9
9467,5
9468,3
9469,9
9470,7
9471,12
9472,7
9473,8
9474,1
9475,8
9476,9
9477,4
9478,3
9479,8
9480,1
9481,5
9482,3
9483,4
9484,10
9485,9
9486,12
9487,4
9488,9
9489,1
9490,1
9491,4
9492,11
9493,6
9494,4
9495,6
9496,9
9497,3
9498,11
9499,6
9500,9
9501,11
9502,6
9503,8
9504,11
9505,8
9506,8
9507,9
9508,11
9509,12
9510,6
9511,6
9512,7
9513,6
9514,6
9515,6
9516,11
9517,4
9518,1
9519,4
9520,9
9521,8
9522,5
9523,8
9524,1
9525,9
9526,6
9527,6
9528,3
9529,12
9530,5
9531,6
9532,11
9533,10
9534,9
9535,6
9536,6
9537,11
9538,5
9539,12
9540,4
9541,5
9542,7
9543,9
9544,9
9545,10
9546,11
9547,11
9548,6
9549,10
9550,11
9551,10
9552,3
9553,4
9554,5
9555,9
9556,9
9557,9
9558,12
9559,4
9560,7
9561,7
9562,4
9563,3
9564,11
9565,9
9566,8
9567,9
9568,8
9569,5
9570,3
9571,4
9572,10
9573,3
9574,2
9575,2
9576,5
9577,5
9578,4
9579,11
9580,5
9581,11
9582,8
9583,7
9584,11
9585,7
9586,12
9587,12
9588,9
9589,8
9590,4
9591,11
9592,6
9593,12
9594,1
9595,11
9596,9
9597,8
9598,3
9599,12
9600,8
9601,9
9602,3
9603,4
9604,4
9605,1
9606,8
9607,9
9608,10
9609,1
9610,2
9611,5
9612,12
9613,11
9614,3
9615,10
9616,6
9617,10
9618,12
9619,7
9620,10
9621,2
9622,12
9623,12
9624,9
9625,4
9626,5
9627,1
9628,12
9629,12
9630,5
9631,10
9632,2
9633,11
9634,8
9635,2
9636,5
9637,8
9638,6
9639,8
9640,6
9641,6
9642,12
9643,4
9644,1
9645,3
9646,10
9647,11
9648,7
9649,11
9650,7
9651,9
9652,11
9653,8
9654,7
9655,6
9656,11
9657,7
9658,2
9659,3
9660,12
9661,7
9662,9
9663,5
9664,3
9665,8
9666,12
9667,12
9668,8
9669,6
9670,3
9671,6
9672,5
9673,8
9674,8
9675,11
9676,3
9677,10
9678,4
9679,1
9680,11
9681,12
9682,7
9683,4
9684,11
9685,11
9686,11
9687,2
9688,7
9689,7
9690,6
9691,11
9692,4
9693,10
9694,4
9695,12
9696,10
9697,8
9698,12
9699,11
9700,8
9701,9
9702,8
9703,1
9704,1
9705,10
9706,6
9707,11
9708,11
9709,9
9710,10
9711,5
9712,12
9713,2
9714,10
9715,9
9716,6
9717,5
9718,10
9719,1
9720,10
9721,12
9722,2
9723,9
9724,11
9725,10
9726,11
9727,9
9728,12
9729,11
9730,3
9731,12
9732,6
9733,6
9734,9
9735,11
9736,9
9737,2
9738,1
9739,8
9740,6
9741,2
9742,6
9743,8
9744,12
9745,3
9746,8
9747,3
9748,2
9749,1
9750,10
9751,10
9752,10
9753,9
9754,6
9755,10
9756,11
9757,8
9758,8
9759,1
9760,6
9761,9
9762,4
9763,12
9764,1
9765,5
9766,9
9767,1
9768,4
9769,3
9770,5
9771,4
9772,8
9773,6
9774,4
9775,11
9776,11
9777,12
9778,9
9779,5
9780,8
9781,12
9782,7
9783,12
9784,6
9785,5
9786,9
9787,9
9788,11
9789,7
9790,8
9791,10
9792,7
9793,10
9794,3
9795,6
9796,5
9797,10
9798,8
9799,1
9800,1
9801,2
9802,11
9803,5
9804,5
9805,7
9806,3
9807,11
9808,4
9809,11
9810,8
9811,8
9812,11
9813,10
9814,8
9815,9
9816,5
9817,4
9818,4
9819,2
9820,11
9821,11
9822,7
9823,3
9824,2
9825,6
9826,7
9827,9
9828,9
9829,11
9830,8
9831,12
9832,10
9833,4
9834,6
9835,8
9836,11
9837,1
9838,10
9839,10
9840,12
9841,1
9842,5
9843,10
9844,5
9845,8
9846,1
9847,11
9848,8
9849,9
9850,11
9851,4
9852,12
9853,11
9854,4
9855,7
9856,3
9857,6
9858,12
9859,5
9860,6
9861,4
9862,9
9863,6
9864,11
9865,4
9866,5
9867,1
9868,8
9869,7
9870,1
9871,11
9872,9
9873,6
9874,7
9875,11
9876,6
9877,2
9878,8
9879,1
9880,6
9881,5
9882,8
9883,6
9884,9
9885,6
9886,3
9887,5
9888,8
9889,8
9890,4
9891,6
9892,9
9893,8
9894,3
9895,11
9896,7
9897,2
9898,11
9899,8
9900,1
9901,10
9902,5
9903,11
9904,6
9905,12
9906,8
9907,12
9908,8
9909,4
9910,2
9911,4
9912,4
9913,7
9914,3
9915,11
9916,6
9917,8
9918,7
9919,12
9920,7
9921,1
9922,6
9923,6
9924,3
9925,9
9926,12
9927,7
9928,6
9929,7
9930,2
9931,8
9932,8
9933,8
9934,2
9935,1
9936,3
9937,7
9938,7
9939,9
9940,2
9941,7
9942,8
9943,9
9944,10
9945,12
9946,12
9947,2
9948,12
9949,1
9950,11
9951,12
9952,9
9953,9
9954,1
9955,9
9956,11
9957,4
9958,1
9959,11
9960,11
9961,8
9962,2
9963,4
9964,4
9965,12
9966,8
9967,7
9968,2
9969,10
9970,9
9971,7
9972,5
9973,1
9974,3
9975,11
9976,6
9977,8
9978,8
9979,6
9980,9
9981,6
9982,11
9983,3
9984,9
9985,3
9986,10
9987,2
9988,7
9989,5
9990,6
9991,10
9992,2
9993,12
9994,6
9995,4
9996,9
9997,6
9998,8
9999,9
10000,1
10001,12
10002,3
10003,9
10004,12
10005,8
10006,12
10007,11
10008,2
10009,6
10010,11
10011,1
10012,6
10013,7
10014,10
10015,4
10016,1
10017,8
10018,11
10019,9
10020,10
10021,8
10022,12
10023,7
10024,8
10025,2
10026,6
10027,9
10028,9
10029,11
10030,2
10031,4
10032,2
10033,12
10034,8
10035,3
10036,11
10037,3
10038,4
10039,8
10040,8
10041,9
10042,6
10043,10
10044,3
10045,5
10046,4
10047,10
10048,11
10049,2
10050,6
10051,11
10052,9
10053,2
10054,9
10055,9
10056,9
10057,12
10058,4
10059,12
10060,8
10061,8
10062,2
10063,1
10064,10
10065,11
10066,3
10067,5
10068,6
10069,12
10070,3
10071,8
10072,12
10073,6
10074,3
10075,9
10076,10
10077,8
10078,5
10079,12
10080,3
10081,6
10082,10
10083,1
10084,7
10085,2
10086,10
10087,7
10088,4
10089,5
10090,3
10091,11
10092,10
10093,8
10094,5
10095,4
10096,3
10097,1
10098,6
10099,10
10100,8
10101,10
10102,5
10103,10
10104,8
10105,9
10106,5
10107,5
10108,12
10109,7
10110,6
10111,6
10112,5
10113,5
10114,8
10115,3
10116,12
10117,4
10118,8
10119,3
10120,10
10121,6
10122,8
10123,11
10124,8
10125,7
10126,4
10127,2
10128,12
10129,11
10130,9
10131,7
10132,10
10133,4
10134,7
10135,9
10136,11
10137,9
10138,11
10139,10
10140,5
10141,9
10142,3
10143,7
10144,5
10145,3
10146,6
10147,9
10148,11
10149,9
10150,5
10151,12
10152,2
10153,9
10154,3
10155,12
10156,11
10157,8
10158,2
10159,12
10160,7
10161,2
10162,4
10163,7
10164,11
10165,4
10166,9
10167,1
10168,5
10169,8
10170,12
10171,2
10172,3
10173,12
10174,10
10175,11
10176,5
10177,7
10178,6
10179,1
10180,9
10181,6
10182,3
10183,5
10184,9
10185,12
10186,10
10187,11
10188,12
10189,7
10190,10
10191,8
10192,6
10193,12
10194,2
10195,3
10196,6
10197,12
10198,8
10199,10
10200,12
10201,7
10202,2
10203,3
10204,9
10205,1
10206,11
10207,2
10208,11
10209,9
10210,12
10211,11
10212,6
10213,7
10214,3
10215,12
10216,6
10217,1
10218,12
10219,11
10220,2
10221,6
10222,10
10223,1
10224,3
10225,8
10226,7
10227,10
10228,6
10229,3
10230,8
10231,3
10232,8
10233,1
10234,12
10235,9
10236,9
10237,11
10238,3
10239,5
10240,11
10241,6
10242,3
10243,8
10244,12
10245,2
10246,10
10247,9
10248,7
10249,11
10250,1
10251,9
10252,6
10253,3
10254,10
10255,10
10256,12
10257,4
10258,8
10259,11
10260,2
10261,5
10262,7
10263,10
10264,12
10265,7
10266,5
10267,9
10268,5
10269,3
10270,1
10271,3
10272,7
10273,12
10274,9
10275,4
10276,8
10277,12
10278,2
10279,2
10280,9
10281,11
10282,6
10283,11
10284,9
10285,6
10286,1
10287,9
10288,4
10289,12
10290,1
10291,7
10292,3
10293,10
10294,5
10295,8
10296,9
10297,6
10298,11
10299,10
10300,7
10301,8
10302,6
10303,6
10304,7
10305,10
10306,11
10307,12
10308,12
10309,4
10310,6
10311,11
10312,11
10313,12
10314,6
10315,4
10316,10
10317,9
10318,7
10319,12
10320,12
10321,4
10322,10
10323,4
10324,2
10325,7
10326,10
10327,8
10328,6
10329,3
10330,5
10331,6
10332,12
10333,6
10334,7
10335,11
10336,2
10337,4
10338,10
10339,8
10340,9
10341,12
10342,12
10343,1
10344,12
10345,11
10346,9
10347,9
10348,4
10349,6
10350,6
10351,12
10352,11
10353,7
10354,7
10355,11
10356,9
10357,3
10358,6
10359,1
10360,3
10361,10
10362,9
10363,12
10364,3
10365,9
10366,1
10367,12
10368,2
10369,10
10370,12
10371,6
10372,2
10373,5
10374,10
10375,5
10376,9
10377,3
10378,11
10379,8
10380,8
10381,11
10382,3
10383,7
10384,12
10385,9
10386,8
10387,4
10388,10
10389,7
10390,4
10391,3
10392,2
10393,7
10394,1
10395,8
10396,12
10397,12
10398,4
10399,12
10400,1
10401,10
10402,7
10403,11
10404,10
10405,10
10406,11
10407,12
10408,11
10409,10
10410,9
10411,10
10412,11
10413,11
10414,9
10415,8
10416,9
10417,12
10418,1
10419,12
10420,10
10421,6
10422,9
10423,1
10424,5
10425,11
10426,7
10427,4
10428,4
10429,10
10430,3
10431,3
10432,1
10433,12
10434,11
10435,3
10436,4
10437,12
10438,12
10439,8
10440,3
10441,9
10442,11
10443,6
10444,5
10445,9
10446,11
10447,10
10448,7
10449,9
10450,8
10451,10
10452,4
10453,5
10454,8
10455,5
10456,4
10457,11
10458,9
10459,11
10460,5
10461,3
10462,2
10463,9
10464,7
10465,5
10466,11
10467,8
10468,6
10469,7
10470,5
10471,8
10472,9
10473,10
10474,2
10475,1
10476,8
10477,9
10478,7
10479,3
10480,12
10481,6
10482,5
10483,10
10484,7
10485,10
10486,10
10487,12
10488,2
10489,9
10490,4
10491,5
10492,12
10493,9
10494,3
10495,8
10496,5
10497,11
10498,1
10499,9
10500,9
10501,8
10502,9
10503,9
10504,11
10505,12
10506,8
10507,12
10508,11
10509,8
10510,2
10511,7
10512,1
10513,4
10514,10
10515,3
10516,10
10517,9
10518,9
10519,1
10520,1
10521,7
10522,7
10523,8
10524,3
10525,8
10526,9
10527,1
10528,10
10529,4
10530,12
10531,1
10532,4
10533,4
10534,3
10535,4
10536,6
10537,8
10538,12
10539,10
10540,11
10541,9
10542,5
10543,1
10544,12
10545,6
10546,9
10547,11
10548,3
10549,11
10550,1
10551,6
10552,9
10553,5
10554,6
10555,9
10556,5
10557,8
10558,11
10559,9
10560,6
10561,4
10562,12
10563,6
10564,2
10565,5
10566,4
10567,6
10568,6
10569,9
10570,6
10571,6
10572,10
10573,12
10574,5
10575,4
10576,5
10577,11
10578,12
10579,10
10580,12
10581,3
10582,9
10583,2
10584,1
10585,5
10586,11
10587,11
10588,3
10589,5
10590,7
10591,4
10592,6
10593,4
10594,6
10595,4
10596,9
10597,12
10598,7
10599,1
10600,12
10601,6
10602,6
10603,6
10604,6
10605,7
10606,11
10607,8
10608,9
10609,7
10610,7
10611,3
10612,12
10613,11
10614,3
10615,9
10616,7
10617,12
10618,11
10619,1
10620,6
10621,3
10622,3
10623,10
10624,12
10625,12
10626,10
10627,9
10628,10
10629,9
10630,1
10631,12
10632,8
10633,3
10634,3
10635,6
10636,7
10637,6
10638,12
10639,11
10640,10
10641,6
10642,3
10643,12
10644,3
10645,2
10646,12
10647,11
10648,6
10649,7
10650,6
10651,9
10652,5
10653,12
10654,12
10655,1
10656,2
10657,6
10658,9
10659,9
10660,5
10661,1
10662,6
10663,9
10664,3
10665,8
10666,1
10667,8
10668,1
10669,11
10670,4
10671,7
10672,8
10673,7
10674,3
10675,6
10676,9
10677,3
10678,9
10679,5
10680,1
10681,4
10682,3
10683,3
10684,2
10685,9
10686,9
10687,7
10688,9
10689,11
10690,5
10691,10
10692,3
10693,10
10694,6
10695,4
10696,3
10697,10
10698,10
10699,6
10700,7
10701,4
10702,12
10703,4
10704,1
10705,12
10706,9
10707,5
10708,1
10709,2
10710,9
10711,5
10712,11
10713,7
10714,10
10715,12
10716,8
10717,9
10718,11
10719,5
10720,8
10721,10
10722,10
10723,1
10724,10
10725,8
10726,2
10727,4
10728,9
10729,7
10730,5
10731,1
10732,12
10733,9
10734,2
10735,4
10736,2
10737,11
10738,3
10739,6
10740,4
10741,6
10742,4
10743,5
10744,6
10745,7
10746,8
10747,12
10748,8
10749,6
10750,7
10751,10
10752,10
10753,8
10754,7
10755,11
10756,11
10757,9
10758,9
10759,3
10760,6
10761,3
10762,4
10763,3
10764,4
10765,5
10766,1
10767,1
10768,7
10769,9
10770,2
10771,10
10772,9
10773,6
10774,1
10775,6
10776,6
10777,8
10778,6
10779,9
10780,3
10781,11
10782,12
10783,11
10784,12
10785,5
10786,3
10787,11
10788,12
10789,7
10790,5
10791,1
10792,4
10793,6
10794,6
10795,1
10796,9
10797,3
10798,10
10799,12
10800,6
10801,6
10802,12
10803,4
10804,11
10805,7
10806,10
10807,6
10808,10
10809,8
10810,12
10811,2
10812,9
10813,10
10814,9
10815,5
10816,5
10817,11
10818,5
10819,7
10820,6
10821,8
10822,12
10823,2
10824,4
10825,12
10826,11
10827,8
10828,12
10829,2
10830,8
10831,12
10832,4
10833,10
10834,5
10835,5
10836,7
10837,6
10838,9
10839,1
10840,12
10841,12
10842,4
10843,7
10844,2
10845,3
10846,11
10847,5
10848,4
10849,9
10850,11
10851,8
10852,6
10853,8
10854,11
10855,3
10856,6
10857,12
10858,4
10859,5
10860,12
10861,12
10862,11
10863,3
10864,10
10865,9
10866,8
10867,7
10868,12
10869,12
10870,12
10871,5
10872,12
10873,2
10874,2
10875,12
10876,1
10877,6
10878,11
10879,11
10880,7
10881,11
10882,9
10883,6
10884,7
10885,2
10886,4
10887,6
10888,11
10889,8
10890,10
10891,10
10892,9
10893,9
10894,8
10895,8
10896,5
10897,7
10898,9
10899,7
10900,11
10901,10
10902,10
10903,7
10904,5
10905,5
10906,12
10907,6
10908,8
10909,8
10910,12
10911,12
10912,7
10913,7
10914,1
10915,1
10916,8
10917,8
10918,3
10919,12
10920,6
10921,3
10922,11
10923,5
10924,11
10925,3
10926,4
10927,5
10928,3
10929,5
10930,2
10931,7
10932,11
10933,5
10934,11
10935,12
10936,5
10937,11
10938,8
10939,1
10940,8
10941,11
10942,12
10943,7
10944,2
10945,11
10946,10
10947,1
10948,11
10949,4
10950,8
10951,10
10952,3
10953,10
10954,11
10955,11
10956,7
10957,11
10958,12
10959,7
10960,7
10961,11
10962,10
10963,3
10964,4
10965,1
10966,4
10967,6
10968,8
10969,3
10970,9
10971,4
10972,10
10973,9
10974,4
10975,5
10976,10
10977,6
10978,11
10979,5
10980,6
10981,3
10982,11
10983,8
10984,6
10985,9
10986,9
10987,4
10988,1
10989,5
10990,2
10991,11
10992,10
10993,8
10994,9
10995,11
10996,4
10997,9
10998,4
10999,8
11000,8
11001,12
11002,3
11003,8
11004,1
11005,10
11006,6
11007,11
11008,4
11009,3
11010,1
11011,11
11012,10
11013,12
11014,9
11015,8
11016,3
11017,4
11018,4
11019,1
11020,8
11021,12
11022,1
11023,5
11024,4
11025,11
11026,4
11027,2
11028,7
11029,4
11030,2
11031,7
11032,6
11033,7
11034,10
11035,6
11036,4
11037,7
11038,3
11039,8
11040,9
11041,4
11042,11
11043,12
11044,7
11045,5
11046,1
11047,12
11048,1
11049,6
11050,7
11051,7
11052,7
11053,7
11054,12
11055,8
11056,7
11057,8
11058,6
11059,4
11060,10
11061,7
11062,4
11063,8
11064,12
11065,4
11066,10
11067,4
11068,5
11069,5
11070,7
11071,11
11072,7
11073,2
11074,11
11075,10
11076,5
11077,12
11078,11
11079,2
11080,6
11081,1
11082,12
11083,9
11084,5
11085,7
11086,11
11087,12
11088,1
11089,7
11090,11
11091,1
11092,9
11093,2
11094,3
11095,3
11096,6
11097,3
11098,12
11099,11
11100,5
11101,10
11102,5
11103,1
11104,7
11105,12
11106,6
11107,8
11108,3
11109,12
11110,7
11111,2
11112,9
11113,12
11114,1
11115,12
11116,4
11117,5
11118,10
11119,2
11120,12
11121,2
11122,4
11123,5
11124,2
11125,5
11126,11
