,order_date
23320,11
23321,3
23322,9
23323,8
23324,7
23325,9
23326,3
23327,7
23328,8
23329,3
23330,3
23331,4
23332,11
23333,1
23334,6
23335,10
23336,6
23337,12
23338,9
23339,10
23340,10
23341,1
23342,4
23343,10
23344,11
23345,4
23346,6
23347,4
23348,7
23349,8
23350,4
23351,11
23352,12
23353,1
23354,1
23355,1
23356,11
23357,4
23358,3
23359,4
23360,10
23361,2
23362,10
23363,2
23364,7
23365,8
23366,6
23367,12
23368,11
23369,2
23370,10
23371,4
23372,8
23373,9
23374,10
23375,9
23376,4
23377,9
23378,8
23379,11
23380,3
23381,10
23382,7
23383,5
23384,11
23385,4
23386,7
23387,5
23388,9
23389,3
23390,6
23391,6
23392,9
23393,9
23394,12
23395,9
23396,10
23397,5
23398,7
23399,4
23400,3
23401,3
23402,12
23403,3
23404,9
23405,5
23406,9
23407,12
23408,1
23409,10
23410,7
23411,7
23412,6
23413,11
23414,3
23415,8
23416,9
23417,2
23418,8
23419,1
23420,8
23421,1
23422,12
23423,8
23424,12
23425,2
23426,12
23427,10
23428,7
23429,12
23430,6
23431,4
23432,8
23433,3
23434,12
23435,4
23436,4
23437,10
23438,4
23439,10
23440,4
23441,3
23442,12
23443,8
23444,6
23445,2
23446,9
23447,1
23448,11
23449,3
23450,3
23451,10
23452,8
23453,3
23454,10
23455,6
23456,4
23457,9
23458,5
23459,3
23460,3
23461,9
23462,11
23463,4
23464,2
23465,11
23466,7
23467,11
23468,9
23469,9
23470,9
23471,6
23472,8
23473,3
23474,11
23475,7
23476,10
23477,5
23478,10
23479,4
23480,4
23481,8
23482,2
23483,10
23484,12
23485,6
23486,5
23487,1
23488,9
23489,3
23490,5
23491,4
23492,8
23493,12
23494,5
23495,11
23496,2
23497,11
23498,10
23499,12
23500,4
23501,6
23502,9
23503,8
23504,11
23505,11
23506,2
23507,11
23508,9
23509,8
23510,6
23511,12
23512,12
23513,8
23514,1
23515,12
23516,9
23517,11
23518,1
23519,6
23520,5
23521,3
23522,6
23523,9
23524,11
23525,12
23526,7
23527,9
23528,10
23529,9
23530,6
23531,11
23532,7
23533,10
23534,2
23535,9
23536,12
23537,3
23538,12
23539,5
23540,6
23541,1
23542,2
23543,11
23544,11
23545,5
23546,6
23547,9
23548,2
23549,12
23550,3
23551,12
23552,4
23553,12
23554,7
23555,8
23556,1
23557,6
23558,12
23559,10
23560,12
23561,1
23562,7
23563,5
23564,8
23565,1
23566,5
23567,6
23568,8
23569,10
23570,4
23571,4
23572,6
23573,12
23574,6
23575,3
23576,6
23577,4
23578,11
23579,7
23580,3
23581,8
23582,9
23583,9
23584,6
23585,11
23586,12
23587,4
23588,9
23589,9
23590,3
23591,12
23592,12
23593,8
23594,2
23595,8
23596,3
23597,3
23598,9
23599,4
23600,2
23601,8
23602,9
23603,6
23604,6
23605,11
23606,11
23607,7
23608,10
23609,5
23610,12
23611,3
23612,12
23613,10
23614,2
23615,1
23616,1
23617,12
23618,6
23619,10
23620,1
23621,12
23622,7
23623,7
23624,11
23625,11
23626,7
23627,10
23628,10
23629,1
23630,4
23631,12
23632,6
23633,3
23634,12
23635,2
23636,4
23637,10
23638,12
23639,7
23640,5
23641,5
23642,1
23643,9
23644,1
23645,8
23646,6
23647,4
23648,7
23649,11
23650,12
23651,12
23652,4
23653,11
23654,6
23655,11
23656,7
23657,3
23658,3
23659,11
23660,2
23661,6
23662,5
23663,6
23664,8
23665,5
23666,12
23667,1
23668,12
23669,12
23670,10
23671,4
23672,9
23673,6
23674,8
23675,5
23676,12
23677,1
23678,3
23679,5
23680,4
23681,7
23682,9
23683,6
23684,8
23685,7
23686,8
23687,9
23688,6
23689,1
23690,12
23691,6
23692,8
23693,12
23694,2
23695,12
23696,1
23697,12
23698,6
23699,1
23700,7
23701,11
23702,12
23703,8
23704,12
23705,6
23706,8
23707,3
23708,8
23709,1
23710,11
23711,10
23712,11
23713,8
23714,12
23715,4
23716,11
23717,9
23718,6
23719,12
23720,3
23721,8
23722,6
23723,8
23724,8
23725,11
23726,6
23727,5
23728,3
23729,11
23730,6
23731,4
23732,11
23733,12
23734,9
23735,10
23736,10
23737,12
23738,10
23739,7
23740,12
23741,1
23742,5
23743,8
23744,9
23745,11
23746,9
23747,4
23748,1
23749,4
23750,12
23751,12
23752,5
23753,8
23754,11
23755,8
23756,1
23757,10
23758,6
23759,1
23760,6
23761,4
23762,11
23763,7
23764,6
23765,4
23766,8
23767,5
23768,1
23769,8
23770,3
23771,8
23772,12
23773,8
23774,11
23775,7
23776,7
23777,8
23778,12
23779,6
23780,9
23781,4
23782,3
23783,8
23784,8
23785,5
23786,9
23787,3
23788,2
23789,5
23790,8
23791,8
23792,11
23793,6
23794,6
23795,5
23796,7
23797,8
23798,7
23799,11
23800,11
23801,9
23802,8
23803,12
23804,9
23805,6
23806,3
23807,11
23808,11
23809,5
23810,5
23811,12
23812,2
23813,10
23814,2
23815,10
23816,12
23817,6
23818,12
23819,4
23820,12
23821,5
23822,10
23823,5
23824,8
23825,10
23826,2
23827,6
23828,8
23829,4
23830,4
23831,6
23832,9
23833,4
23834,11
23835,4
23836,8
23837,8
23838,5
23839,1
23840,10
23841,12
23842,8
23843,3
23844,4
23845,8
23846,3
23847,11
23848,12
23849,5
23850,11
23851,9
23852,10
23853,3
23854,1
23855,10
23856,5
23857,8
23858,3
23859,3
23860,3
23861,7
23862,6
23863,3
23864,3
23865,9
23866,4
23867,11
23868,6
23869,1
23870,5
23871,10
23872,5
23873,2
23874,8
23875,2
23876,9
23877,12
23878,11
23879,4
23880,1
23881,3
23882,7
23883,1
23884,12
23885,2
23886,12
23887,8
23888,6
23889,2
23890,6
23891,11
23892,3
23893,11
23894,7
23895,8
23896,2
23897,11
23898,6
23899,11
23900,4
23901,9
23902,10
23903,12
23904,9
23905,4
23906,4
23907,9
23908,1
23909,9
23910,10
23911,6
23912,5
23913,11
23914,12
23915,10
23916,5
23917,5
23918,9
23919,7
23920,9
23921,12
23922,12
23923,9
23924,6
23925,9
23926,11
23927,6
23928,5
23929,10
23930,11
23931,11
23932,12
23933,12
23934,2
23935,11
23936,7
23937,6
23938,3
23939,11
23940,7
23941,8
23942,10
23943,8
23944,12
23945,5
23946,5
23947,10
23948,2
23949,9
23950,10
23951,9
23952,10
23953,1
23954,10
23955,6
23956,7
23957,9
23958,3
23959,6
23960,12
23961,3
23962,6
23963,6
23964,7
23965,4
23966,10
23967,1
23968,10
23969,12
23970,8
23971,10
23972,8
23973,8
23974,9
23975,12
23976,8
23977,6
23978,10
23979,10
23980,2
23981,3
23982,10
23983,6
23984,11
23985,6
23986,9
23987,12
23988,2
23989,9
23990,11
23991,11
23992,3
23993,2
23994,3
23995,9
23996,10
23997,1
23998,11
23999,3
24000,11
24001,3
24002,8
24003,5
24004,9
24005,10
24006,3
24007,4
24008,12
24009,7
24010,10
24011,3
24012,4
24013,1
24014,5
24015,7
24016,10
24017,8
24018,12
24019,12
24020,5
24021,1
24022,2
24023,11
24024,2
24025,11
24026,11
24027,6
24028,6
24029,9
24030,6
24031,11
24032,9
24033,11
24034,8
24035,12
24036,12
24037,12
24038,5
24039,9
24040,5
24041,10
24042,6
24043,10
24044,2
24045,2
24046,5
24047,7
24048,11
24049,11
24050,11
24051,11
24052,6
24053,12
24054,5
24055,6
24056,1
24057,11
24058,3
24059,8
24060,12
24061,6
24062,7
24063,5
24064,10
24065,1
24066,11
24067,2
24068,8
24069,7
24070,2
24071,6
24072,9
24073,6
24074,1
24075,2
24076,7
24077,8
24078,12
24079,9
24080,8
24081,12
24082,2
24083,12
24084,9
24085,6
24086,7
24087,6
24088,11
24089,9
24090,11
24091,10
24092,2
24093,8
24094,4
24095,10
24096,4
24097,5
24098,11
24099,5
24100,8
24101,11
24102,12
24103,2
24104,10
24105,7
24106,4
24107,12
24108,8
24109,11
24110,11
24111,6
24112,7
24113,1
24114,12
24115,10
24116,2
24117,11
24118,7
24119,12
24120,4
24121,11
24122,11
24123,9
24124,4
24125,12
24126,6
24127,4
24128,8
24129,4
24130,5
24131,12
24132,8
24133,10
24134,9
24135,12
24136,6
24137,11
24138,9
24139,6
24140,7
24141,12
24142,8
24143,11
24144,5
24145,12
24146,12
24147,8
24148,3
24149,9
24150,8
24151,9
24152,9
24153,11
24154,4
24155,10
24156,9
24157,7
24158,4
24159,1
24160,5
24161,4
24162,10
24163,11
24164,6
24165,11
24166,6
24167,1
24168,5
24169,10
24170,4
24171,6
24172,4
24173,8
24174,5
24175,5
24176,5
24177,1
24178,11
24179,11
24180,11
24181,11
24182,1
24183,6
24184,4
24185,2
24186,11
24187,4
24188,8
24189,9
24190,11
24191,11
24192,5
24193,8
24194,6
24195,4
24196,9
24197,1
24198,6
24199,9
24200,1
24201,9
24202,11
24203,12
24204,6
24205,2
24206,12
24207,6
24208,6
24209,11
24210,7
24211,3
24212,12
24213,6
24214,3
24215,1
24216,9
24217,5
24218,5
24219,7
24220,3
24221,9
24222,7
24223,5
24224,8
24225,8
24226,1
24227,10
24228,9
24229,6
24230,11
24231,11
24232,7
24233,4
24234,7
24235,6
24236,10
24237,9
24238,10
24239,6
24240,6
24241,3
24242,1
24243,11
24244,2
24245,3
24246,9
24247,12
24248,2
24249,11
24250,6
24251,4
24252,3
24253,11
24254,4
24255,9
24256,8
24257,10
24258,1
24259,8
24260,10
24261,12
24262,1
24263,5
24264,8
24265,10
24266,8
24267,5
24268,9
24269,12
24270,9
24271,2
24272,12
24273,1
24274,9
24275,2
24276,9
24277,12
24278,11
24279,3
24280,10
24281,10
24282,8
24283,10
24284,8
24285,11
24286,9
24287,8
24288,1
24289,10
24290,8
24291,10
24292,5
24293,6
24294,5
24295,5
24296,5
24297,6
24298,3
24299,6
24300,7
24301,7
24302,5
24303,6
24304,6
24305,7
24306,4
24307,6
24308,4
24309,5
24310,10
24311,10
24312,6
24313,12
24314,6
24315,3
24316,6
24317,12
24318,5
24319,4
24320,5
24321,9
24322,6
24323,12
24324,4
24325,6
24326,12
24327,2
24328,7
24329,5
24330,9
24331,10
24332,8
24333,9
24334,6
24335,9
24336,7
24337,9
24338,11
24339,11
24340,11
24341,4
24342,11
24343,10
24344,10
24345,6
24346,12
24347,6
24348,6
24349,9
24350,8
24351,6
24352,5
24353,9
24354,5
24355,6
24356,10
24357,12
24358,8
24359,5
24360,6
24361,3
24362,3
24363,7
24364,8
24365,10
24366,10
24367,4
24368,8
24369,11
24370,3
24371,1
24372,10
24373,5
24374,6
24375,9
24376,6
24377,12
24378,12
24379,11
24380,5
24381,9
24382,12
24383,8
24384,10
24385,9
24386,9
24387,11
24388,1
24389,10
24390,4
24391,6
24392,5
24393,2
24394,1
24395,11
24396,1
24397,7
24398,12
24399,1
24400,8
24401,11
24402,10
24403,1
24404,1
24405,11
24406,10
24407,9
24408,9
24409,7
24410,11
24411,10
24412,3
24413,10
24414,12
24415,10
24416,9
24417,9
24418,12
24419,12
24420,3
24421,8
24422,11
24423,5
24424,12
24425,3
24426,3
24427,9
24428,8
24429,5
24430,8
24431,9
24432,6
24433,3
24434,11
24435,4
24436,3
24437,5
24438,8
24439,2
24440,11
24441,6
24442,1
24443,5
24444,8
24445,1
24446,7
24447,11
24448,6
24449,3
24450,10
24451,8
24452,5
24453,2
24454,5
24455,1
24456,7
24457,6
24458,9
24459,9
24460,11
24461,8
24462,6
24463,7
24464,6
24465,10
24466,7
24467,12
24468,2
24469,2
24470,9
24471,2
24472,9
24473,1
24474,7
24475,9
24476,5
24477,12
24478,4
24479,2
24480,7
24481,10
24482,9
24483,12
24484,4
24485,6
24486,4
24487,7
24488,10
24489,6
24490,9
24491,2
24492,10
24493,12
24494,1
24495,7
24496,10
24497,12
24498,4
24499,5
24500,11
24501,3
24502,9
24503,3
24504,10
24505,6
24506,3
24507,12
24508,8
24509,6
24510,9
24511,6
24512,6
24513,1
24514,4
24515,4
24516,2
24517,6
24518,3
24519,5
24520,11
24521,9
24522,6
24523,4
24524,9
24525,6
24526,8
24527,11
24528,9
24529,11
24530,4
24531,11
24532,6
24533,12
24534,2
24535,8
24536,4
24537,12
24538,11
24539,2
24540,11
24541,9
24542,9
24543,3
24544,2
24545,10
24546,1
24547,12
24548,1
24549,8
24550,11
24551,12
24552,7
24553,8
24554,5
24555,2
24556,12
24557,5
24558,7
24559,10
24560,8
24561,7
24562,5
24563,8
24564,4
24565,10
24566,3
24567,9
24568,5
24569,2
24570,6
24571,10
24572,11
24573,3
24574,4
24575,1
24576,1
24577,5
24578,5
24579,5
24580,1
24581,11
24582,12
24583,10
24584,3
24585,1
24586,5
24587,10
24588,8
24589,9
24590,8
24591,7
24592,6
24593,12
24594,6
24595,6
24596,1
24597,12
24598,12
24599,5
24600,8
24601,8
24602,2
24603,5
24604,8
24605,1
24606,7
24607,4
24608,1
24609,11
24610,11
24611,2
24612,9
24613,11
24614,3
24615,2
24616,8
24617,4
24618,8
24619,5
24620,3
24621,9
24622,9
24623,10
24624,10
24625,1
24626,11
24627,10
24628,4
24629,12
24630,6
24631,11
24632,12
24633,6
24634,9
24635,10
24636,10
24637,3
24638,12
24639,5
24640,11
24641,10
24642,1
24643,1
24644,11
24645,8
24646,9
24647,6
24648,11
24649,7
24650,10
24651,5
24652,10
24653,6
24654,3
24655,12
24656,2
24657,1
24658,5
24659,9
24660,3
24661,12
24662,10
24663,6
24664,10
24665,12
24666,4
24667,8
24668,11
24669,6
24670,3
24671,10
24672,8
24673,2
24674,7
24675,10
24676,11
24677,11
24678,3
24679,2
24680,8
24681,6
24682,2
24683,8
24684,8
24685,12
24686,9
24687,12
24688,8
24689,10
24690,12
24691,4
24692,1
24693,1
24694,4
24695,2
24696,7
24697,1
24698,11
24699,3
24700,7
24701,11
24702,12
24703,5
24704,1
24705,8
24706,12
24707,3
24708,3
24709,5
24710,8
24711,10
24712,9
24713,11
24714,1
24715,12
24716,10
24717,6
24718,1
24719,3
24720,6
24721,6
24722,9
24723,2
24724,12
24725,12
24726,10
24727,1
24728,2
24729,2
24730,6
24731,9
24732,1
24733,12
24734,1
24735,11
24736,4
24737,11
24738,9
24739,3
24740,11
24741,10
24742,6
24743,2
24744,11
24745,4
24746,5
24747,9
24748,4
24749,12
24750,6
24751,3
24752,10
24753,5
24754,5
24755,5
24756,6
24757,12
24758,9
24759,6
24760,4
24761,9
24762,7
24763,8
24764,10
24765,8
24766,2
24767,1
24768,8
24769,9
24770,12
24771,8
24772,6
24773,6
24774,5
24775,9
24776,5
24777,6
24778,12
24779,4
24780,11
24781,3
24782,7
24783,6
24784,2
24785,9
24786,11
24787,7
24788,10
24789,8
24790,8
24791,6
24792,5
24793,6
24794,6
24795,10
24796,12
24797,7
24798,2
24799,7
24800,7
24801,3
24802,4
24803,2
24804,3
24805,11
24806,9
24807,3
24808,7
24809,4
24810,5
24811,4
24812,5
24813,7
24814,9
24815,3
24816,11
24817,12
24818,6
24819,6
24820,4
24821,11
24822,1
24823,3
24824,5
24825,8
24826,11
24827,6
24828,6
24829,10
24830,12
24831,10
24832,9
24833,5
24834,12
24835,5
24836,10
24837,12
24838,11
24839,11
24840,9
24841,2
24842,11
24843,2
24844,11
24845,1
24846,5
24847,7
24848,9
24849,11
24850,1
24851,6
24852,8
24853,6
24854,10
24855,5
24856,12
24857,12
24858,4
24859,1
24860,5
24861,7
24862,6
24863,5
24864,11
24865,2
24866,2
24867,7
24868,2
24869,8
24870,6
24871,4
24872,7
24873,10
24874,6
24875,11
24876,9
24877,6
24878,7
24879,3
24880,1
24881,5
24882,10
24883,8
24884,3
24885,10
24886,6
24887,5
24888,8
24889,3
24890,10
24891,2
24892,9
24893,6
24894,1
24895,7
24896,8
24897,9
24898,9
24899,12
24900,4
24901,10
24902,2
24903,3
24904,9
24905,4
24906,5
24907,11
24908,12
24909,1
24910,3
24911,3
24912,7
24913,8
24914,9
24915,7
24916,4
24917,9
24918,8
24919,8
24920,8
24921,11
24922,12
24923,9
24924,8
24925,11
24926,6
24927,11
24928,1
24929,6
24930,4
24931,7
24932,5
24933,10
24934,8
24935,5
24936,3
24937,2
24938,9
24939,12
24940,3
24941,12
24942,12
24943,5
24944,11
24945,8
24946,2
24947,11
24948,3
24949,3
24950,4
24951,12
24952,7
24953,6
24954,8
24955,11
24956,7
24957,5
24958,5
24959,9
24960,12
24961,6
24962,9
24963,9
24964,12
24965,8
24966,4
24967,9
24968,5
24969,3
24970,10
24971,2
24972,4
24973,8
24974,6
24975,4
24976,10
24977,4
24978,8
24979,9
24980,10
24981,5
24982,5
24983,9
24984,7
24985,3
24986,11
24987,12
24988,4
24989,10
24990,8
24991,8
24992,7
24993,9
24994,12
24995,8
24996,9
24997,4
24998,12
24999,4
25000,3
25001,5
25002,4
25003,8
25004,11
25005,12
25006,9
25007,4
25008,5
25009,5
25010,1
25011,8
25012,12
25013,9
25014,10
25015,10
25016,6
25017,6
25018,7
25019,8
25020,6
25021,5
25022,6
25023,12
25024,6
25025,8
25026,2
25027,8
25028,4
25029,6
25030,1
25031,8
25032,10
25033,3
25034,9
25035,5
25036,7
25037,11
25038,1
25039,12
25040,10
25041,11
25042,2
25043,4
25044,7
25045,6
25046,8
25047,11
25048,9
25049,10
25050,8
25051,5
25052,10
25053,6
25054,3
25055,7
25056,6
25057,6
25058,9
25059,3
25060,7
25061,8
25062,11
25063,8
25064,10
25065,12
25066,8
25067,3
25068,6
25069,8
25070,12
25071,12
25072,2
25073,3
25074,2
25075,7
25076,1
25077,12
25078,5
25079,9
25080,12
25081,10
25082,3
25083,9
25084,4
25085,11
25086,9
25087,12
25088,6
25089,10
25090,6
25091,3
25092,12
25093,6
25094,7
25095,11
25096,5
25097,9
25098,6
25099,9
25100,2
25101,11
25102,3
25103,9
25104,10
25105,1
25106,11
25107,12
25108,10
25109,11
25110,12
25111,10
25112,8
25113,8
25114,11
25115,12
25116,2
25117,5
25118,12
25119,6
25120,11
25121,8
25122,11
25123,2
25124,9
25125,12
25126,6
25127,8
25128,4
25129,9
25130,4
25131,4
25132,5
25133,4
25134,2
25135,11
25136,11
25137,7
25138,11
25139,11
25140,7
25141,1
25142,7
25143,10
25144,6
25145,12
25146,12
25147,5
25148,10
25149,11
25150,6
25151,9
25152,12
25153,11
25154,7
25155,10
25156,5
25157,11
25158,6
25159,3
25160,11
25161,11
25162,8
25163,7
25164,12
25165,2
25166,12
25167,10
25168,12
25169,11
25170,10
25171,2
25172,9
25173,3
25174,6
25175,12
25176,9
25177,8
25178,3
25179,7
25180,11
25181,2
25182,1
25183,6
25184,8
25185,8
25186,12
25187,12
25188,5
25189,12
25190,11
25191,1
25192,8
25193,8
25194,1
25195,8
25196,1
25197,5
25198,8
25199,11
25200,11
25201,7
25202,1
25203,6
25204,9
25205,10
25206,6
25207,12
25208,2
25209,11
25210,12
25211,10
25212,3
25213,3
25214,9
25215,5
25216,11
25217,10
25218,8
25219,12
25220,8
25221,9
25222,8
25223,3
25224,7
25225,11
25226,3
25227,12
25228,9
25229,8
25230,8
25231,11
25232,7
25233,8
25234,11
25235,7
25236,9
25237,11
25238,6
25239,10
25240,2
25241,11
25242,10
25243,9
25244,5
25245,11
25246,2
25247,9
25248,7
25249,11
25250,9
25251,11
25252,9
25253,9
25254,3
25255,12
25256,12
25257,6
25258,8
25259,3
25260,5
25261,4
25262,11
25263,10
25264,10
25265,3
25266,12
25267,10
25268,1
25269,5
25270,3
25271,8
25272,11
25273,6
25274,12
25275,9
25276,8
25277,5
25278,6
25279,8
25280,5
25281,4
25282,6
25283,3
25284,9
25285,12
25286,4
25287,10
25288,7
25289,3
25290,1
25291,5
25292,11
25293,5
25294,9
25295,11
25296,11
25297,11
25298,1
25299,1
25300,5
25301,4
25302,5
25303,6
25304,12
25305,7
25306,10
25307,4
25308,12
25309,7
25310,9
25311,11
25312,8
25313,5
25314,10
25315,7
25316,2
25317,3
25318,6
25319,12
25320,5
25321,9
25322,12
25323,11
25324,8
25325,5
25326,12
25327,10
25328,1
25329,2
25330,3
25331,10
25332,6
25333,5
25334,12
25335,3
25336,11
25337,9
25338,11
25339,8
25340,6
25341,10
25342,11
25343,4
25344,12
25345,6
25346,12
25347,6
25348,4
25349,10
25350,4
25351,1
25352,8
25353,1
25354,7
25355,5
25356,12
25357,11
25358,2
25359,11
25360,11
25361,11
25362,9
25363,11
25364,12
25365,5
25366,5
25367,3
25368,6
25369,9
25370,9
25371,10
25372,8
25373,8
25374,8
25375,12
25376,12
25377,11
25378,6
25379,7
25380,8
25381,4
25382,7
25383,8
25384,8
25385,8
25386,11
25387,8
25388,10
25389,2
25390,12
25391,10
25392,10
25393,6
25394,9
25395,10
25396,2
25397,4
25398,7
25399,8
25400,3
25401,6
25402,9
25403,5
25404,7
25405,5
25406,1
25407,3
25408,8
25409,9
25410,3
25411,9
25412,11
25413,8
25414,10
25415,2
25416,6
25417,4
25418,11
25419,9
25420,12
25421,3
25422,2
25423,5
25424,8
25425,10
25426,7
25427,8
25428,2
25429,3
25430,5
25431,12
25432,6
25433,8
25434,8
25435,7
25436,11
25437,3
25438,7
25439,12
25440,12
25441,2
25442,3
25443,1
25444,8
25445,6
25446,6
25447,12
25448,5
25449,1
25450,5
25451,12
25452,9
25453,12
25454,12
25455,8
25456,11
25457,6
25458,12
25459,12
25460,4
25461,2
25462,8
25463,1
25464,9
25465,6
25466,11
25467,5
25468,1
25469,1
25470,5
25471,6
25472,10
25473,10
25474,4
25475,8
25476,6
25477,9
25478,12
25479,11
25480,6
25481,12
25482,7
25483,8
25484,2
25485,5
25486,11
25487,8
25488,9
25489,11
25490,8
25491,8
25492,10
25493,1
25494,10
25495,7
25496,12
25497,5
25498,3
25499,6
25500,5
25501,3
25502,3
25503,10
25504,8
25505,9
25506,3
25507,8
25508,5
25509,12
25510,12
25511,4
25512,12
25513,10
25514,9
25515,10
25516,7
25517,7
25518,2
25519,12
25520,2
25521,11
25522,9
25523,8
25524,7
25525,6
25526,3
25527,7
25528,4
25529,1
25530,6
25531,2
25532,12
25533,8
25534,6
25535,7
25536,2
25537,9
25538,7
25539,8
25540,7
25541,3
25542,1
25543,6
25544,6
25545,10
25546,6
25547,6
25548,12
25549,2
25550,4
25551,9
25552,5
25553,11
25554,10
25555,11
25556,6
25557,5
25558,10
25559,5
25560,3
25561,11
25562,4
25563,6
25564,11
25565,7
25566,9
25567,6
25568,3
25569,6
25570,9
25571,7
25572,5
25573,11
25574,6
25575,11
25576,11
25577,8
25578,11
25579,6
25580,10
25581,5
25582,1
25583,7
25584,10
25585,8
25586,9
25587,8
25588,6
25589,9
25590,8
25591,12
25592,12
25593,12
25594,12
25595,10
25596,3
25597,7
25598,4
25599,9
25600,4
25601,2
25602,5
25603,11
25604,7
25605,12
25606,12
25607,2
25608,7
25609,9
25610,11
25611,10
25612,1
25613,11
25614,5
25615,4
25616,11
25617,11
25618,7
25619,1
25620,10
25621,3
25622,4
25623,5
25624,9
25625,11
25626,12
25627,4
25628,3
25629,8
25630,7
25631,11
25632,11
25633,6
25634,9
25635,7
25636,9
25637,3
25638,10
25639,10
25640,9
25641,4
25642,9
25643,3
25644,2
25645,11
25646,3
25647,2
25648,12
25649,10
25650,12
25651,9
25652,4
25653,11
25654,10
25655,9
25656,11
25657,9
25658,8
25659,10
25660,2
25661,5
25662,1
25663,1
25664,7
25665,5
25666,6
25667,7
25668,5
25669,12
25670,9
25671,4
25672,5
25673,10
25674,10
25675,7
25676,5
25677,2
25678,3
25679,6
25680,10
25681,12
25682,9
25683,1
25684,12
25685,10
25686,4
25687,6
25688,9
25689,11
25690,5
25691,2
25692,5
25693,10
25694,11
25695,8
25696,6
25697,9
25698,3
25699,7
25700,7
25701,12
25702,12
25703,5
25704,5
25705,6
25706,9
25707,11
25708,4
25709,10
25710,10
25711,10
25712,12
25713,5
25714,12
25715,6
25716,4
25717,10
25718,9
25719,4
25720,2
25721,10
25722,10
25723,1
25724,4
25725,9
25726,7
25727,6
25728,11
25729,1
25730,9
25731,12
25732,6
25733,7
25734,12
25735,6
25736,4
25737,10
25738,12
25739,9
25740,6
25741,10
25742,12
25743,7
25744,8
25745,12
25746,7
25747,11
25748,2
25749,11
25750,9
25751,3
25752,10
25753,11
25754,10
25755,12
25756,11
25757,5
25758,4
25759,1
25760,1
25761,9
25762,2
25763,2
25764,3
25765,11
25766,10
25767,10
25768,7
25769,8
25770,2
25771,5
25772,6
25773,5
25774,4
25775,9
25776,12
25777,6
25778,10
25779,11
25780,5
25781,6
25782,11
25783,10
25784,8
25785,9
25786,10
25787,5
25788,1
25789,11
25790,11
25791,6
25792,3
25793,12
25794,12
25795,2
25796,6
25797,3
25798,12
25799,10
25800,1
25801,11
25802,8
25803,3
25804,11
25805,7
25806,1
25807,6
25808,2
25809,2
25810,9
25811,5
25812,12
25813,2
25814,8
25815,10
25816,10
25817,5
25818,5
25819,3
25820,10
25821,9
25822,6
25823,8
25824,11
25825,8
25826,6
25827,11
25828,12
25829,2
25830,6
25831,5
25832,11
25833,5
25834,9
25835,11
25836,9
25837,11
25838,9
25839,3
25840,9
25841,9
25842,7
25843,11
25844,12
25845,11
25846,8
25847,10
25848,10
25849,8
25850,3
25851,6
25852,6
25853,12
25854,7
25855,2
25856,10
25857,10
25858,2
25859,10
25860,8
25861,8
25862,3
25863,4
25864,6
25865,6
25866,9
25867,1
25868,4
25869,9
25870,6
25871,6
25872,1
25873,7
25874,11
25875,10
25876,8
25877,10
25878,2
25879,12
25880,8
25881,9
25882,10
25883,11
25884,5
25885,8
25886,8
25887,5
25888,1
25889,4
25890,6
25891,10
25892,7
25893,1
25894,8
25895,6
25896,3
25897,11
25898,8
25899,10
25900,10
25901,10
25902,4
25903,8
25904,8
25905,12
25906,4
25907,8
25908,6
25909,7
25910,6
25911,10
25912,9
25913,4
25914,12
25915,7
25916,10
25917,1
25918,11
25919,9
25920,1
25921,9
25922,4
25923,8
25924,1
25925,6
25926,3
25927,9
25928,7
25929,7
25930,7
25931,11
25932,1
25933,7
25934,4
25935,10
25936,4
25937,9
25938,10
25939,10
25940,7
25941,10
25942,9
25943,12
25944,2
25945,8
25946,10
25947,11
25948,3
25949,8
25950,2
25951,10
25952,4
25953,5
25954,1
25955,3
25956,4
25957,10
25958,12
25959,5
25960,10
25961,10
25962,6
25963,9
25964,7
25965,8
25966,12
25967,3
25968,11
25969,2
25970,11
25971,11
25972,9
25973,5
25974,9
25975,11
25976,4
25977,7
25978,2
25979,9
25980,4
25981,5
25982,12
25983,3
25984,4
25985,7
25986,10
25987,11
25988,9
25989,9
25990,6
25991,8
25992,1
25993,3
25994,5
25995,1
25996,7
25997,9
25998,9
25999,6
26000,8
26001,11
26002,8
26003,1
26004,5
26005,9
26006,6
26007,9
26008,10
26009,3
26010,11
26011,3
26012,3
26013,12
26014,10
26015,11
26016,10
26017,2
26018,9
26019,1
26020,12
26021,1
26022,4
26023,2
26024,12
26025,10
26026,2
26027,11
26028,11
26029,3
26030,12
26031,7
26032,11
26033,12
26034,11
26035,3
26036,5
26037,11
26038,2
26039,4
26040,7
26041,1
26042,11
26043,6
26044,1
26045,5
26046,10
26047,9
26048,12
26049,6
26050,11
26051,10
26052,5
26053,12
26054,5
26055,5
26056,10
26057,12
26058,6
26059,9
26060,1
26061,9
26062,8
26063,3
26064,11
26065,4
26066,7
26067,11
26068,2
26069,4
26070,2
26071,3
26072,5
26073,1
26074,11
26075,11
26076,9
26077,4
26078,11
26079,6
26080,11
26081,10
26082,9
26083,7
26084,8
26085,11
26086,11
26087,12
26088,8
26089,8
26090,5
26091,6
26092,10
26093,4
26094,11
26095,12
26096,12
26097,1
26098,8
26099,4
26100,2
26101,10
26102,2
26103,5
26104,7
26105,11
26106,2
26107,3
26108,6
26109,8
26110,8
26111,11
26112,2
26113,10
26114,1
26115,4
26116,9
26117,1
26118,2
